x,y,z,color
-0.02813963,0.14381868,0.88048655,white
0.10210843,-0.06565143,0.68576854,white
0.02471389,0.12029439,0.48755211,red
0.08590193,0.10553333,0.86106765,white
0.18790799,-0.26204196,0.10214187,red
0.08662491,-0.13580595,0.8600539,white
0.10903797,-0.23583911,0.55949891,white
0.19458091,0.09860311,-0.11991344,red
0.76861596,-0.12893677,0.06594189,white
0.05554085,0.25525871,0.42215225,white
0.07119274,0.08566627,-0.5419119,red
0.23480627,-0.22095527,0.1802005,red
0.22556345,0.11887997,0.57025355,white
0.2363428,0.11359737,-0.13796304,red
-0.06280828,-0.24397755,0.61817569,red
-0.44084108,-0.10592795,0.42584071,red
0.26941022,-0.08983544,-0.36401066,red
-0.1415731,0.12154051,0.3451865,red
-0.15161763,-0.2749511,0.09368464,orange
-0.00644727,0.11372205,-0.10104856,red
-0.10704912,-0.31955823,-0.05151718,red
-0.65561569,-0.17913799,0.11183064,white
0.58849692,-0.0568991,0.13750429,white
-0.14549249,-0.27398622,0.57808185,white
0.18572439,0.09568428,0.34687507,red
-0.04495314,0.16601104,-0.96748,black
0.79255229,-0.05021391,0.03870316,white
-0.23658323,-0.04049583,0.6253221,red
-0.06262456,-0.06126623,-0.94205099,black
-0.20559306,0.12763211,-0.25374764,red
-0.12533513,0.15212321,-0.88405001,black
-0.44535264,-0.23142667,0.24991569,red
-0.01050626,-0.08528176,-0.39359424,red
0.23297825,0.11278289,-0.18484092,red
-0.20925072,-0.236085,-0.23,white
0.28077054,0.0444933,0.07454173,red
0.20850611,0.14982478,-0.10586227,white
-0.03266976,0.18771291,-0.22219114,red
-0.28817493,0.02444108,-0.27609751,red
0.0020543,0.12045821,-0.05,red
-0.01144522,-0.16975604,0.64696616,red
-0.2329984,0.17851987,-0.23,white
-0.02676152,-0.21631099,1.05696583,red
-0.00038479,0.19821273,0.6687578,white
-0.05990112,0.20667194,-0.21512371,white
0.05348571,-0.04934537,-0.68608892,black
0.03049028,-0.28765625,0.14549854,red
-0.17744035,-0.27018312,0.05676481,red
0.0189079,-0.10152709,-0.2775684,red
-0.02890999,0.10687666,0.73424667,white
-0.08536915,0.08388908,0.59879166,white
0.25782865,-0.03925833,-0.08673568,red
-0.26626807,-0.20928165,0.02226181,red
-0.31999406,-0.03703491,0.23073715,red
0.03885367,0.19712383,-0.07681997,red
-0.0091457,0.18590647,-0.17961979,white
0.19359207,0.16516089,0.52936506,white
0.00776367,0.01057585,-0.27529892,red
-0.48905084,-0.06558626,0.29434368,red
0.2869288,0.06762107,-0.15681452,white
0.04101777,0.12242854,0.38225392,red
0.30819973,-0.07633808,-0.25038967,red
-0.41772518,-0.02733894,0.31026059,red
0.05020927,0.13469261,-0.08334756,red
0.28310162,0.04473005,0.02806621,red
0.07057286,-0.24817233,0.63265622,white
0.2578052,-0.22747688,0.4841868,red
-0.3175889,-0.09346212,0.075026,orange
-0.20525414,0.18431796,-0.1520988,white
0.09595054,-0.29938665,-0.1010644,red
0.09261319,-0.322126,-0.03685655,red
0.03025952,-0.23377959,-0.06757852,red
0.01740647,-0.00416939,-0.49762055,red
-0.28666079,0.02186241,0.11278199,orange
0.07938351,-0.3530623,-0.09644942,white
-0.04267581,0.11477606,-0.28813174,red
-0.29698309,-0.0188897,-0.33795506,red
-0.24750008,0.0453787,0.60380358,white
0.27631748,-0.07863037,0.27163336,red
0.0866981,0.00323952,0.95465052,white
0.04374969,0.26950666,-0.92909831,black
0.21649544,0.22951904,-0.99785292,black
-0.10098398,-0.09554373,0.89463544,red
-0.17008448,0.09626774,0.37766269,red
0.07399312,-0.24628142,0.50375366,red
-0.30191505,-0.18278925,-0.23,white
-0.13775294,0.18046197,0.13564888,orange
-0.12342086,0.07236742,0.69143045,white
-0.04001397,0.02380379,-0.60315579,red
0.16760677,0.05590645,-0.05,red
0.21391265,-0.18023852,0.62764162,red
-0.28057879,-0.00294177,-0.62456954,black
-0.10685692,0.06310038,0.69542009,white
-0.45398909,-0.17781672,0.3750101,red
-0.27580968,0.04220571,-0.44727534,red
-0.08640908,0.14274111,0.31297287,white
-0.15230654,0.15667656,-0.4334535,red
0.8179965,-0.05739165,-0.00488845,white
-0.18418287,0.13066883,0.38335976,white
-0.23823638,-0.00812896,-0.05,red
0.08198342,-0.07142793,0.76807487,white
0.06924545,-0.24658071,0.49993736,red
0.61130643,-0.05642638,0.26105377,red
0.14164518,0.07456315,0.87728179,white
0.11789456,-0.03740434,0.78230065,white
0.24051449,-0.15060785,-0.08248581,red
0.11666873,-0.05949555,0.77632791,white
0.70711905,-0.17740233,0.11805041,white
-0.06139319,0.12811305,0.69305062,white
0.1112762,0.18056917,0.34353644,white
0.13313451,-0.26656848,0.16747412,orange
-0.32747573,-0.06214597,-0.00059302,red
-0.30314142,-0.22613794,-0.20058666,white
0.22717218,0.07171008,-0.56681186,red
0.79078656,-0.13740253,-0.00400001,white
-0.03044764,0.203649,0.08966266,red
-0.77198166,-0.10681827,0.07124398,white
-0.20006217,-0.2350633,0.11609297,orange
-0.24508451,0.04874478,-0.55523843,black
0.11002424,0.19109726,0.13079382,orange
0.20737687,-0.19108835,-0.15551734,red
0.68609059,-0.10385959,0.06376519,white
0.14664145,0.09993176,-0.63129127,red
-0.21125492,0.02763158,0.44431964,white
-0.48870686,-0.12769119,0.31774887,red
-0.12202775,0.01817563,0.74440694,white
0.26754737,0.0171184,0.25593936,red
0.20802471,-0.17398492,-0.24011838,red
-0.32821864,0.00016821,0.31233573,red
-0.19388504,0.22035998,-0.99815857,black
-0.21702088,0.1076697,0.24945451,red
0.03204485,0.13451557,0.64086401,white
-0.29817298,-0.15835322,0.09510142,orange
0.07261357,0.10907385,0.3995856,red
-0.79416239,-0.07896928,0.01728039,white
0.12278908,0.21189147,0.57928276,white
-0.22768493,0.06751923,-0.15225838,red
0.04230596,-0.1262726,0.87090707,red
-0.18808497,0.08903699,-0.78459591,black
8.609e-05,-0.00929362,-0.16240181,red
0.25697038,0.09268983,-0.07396519,red
-0.56270599,-0.17806339,0.2547335,red
-0.17269675,0.18464446,0.51481688,white
-0.50329286,-0.13288416,0.31744218,white
0.13985987,0.07506103,0.37903777,white
0.01693064,-0.34450886,-0.22999935,white
0.60697544,-0.05570604,0.10265812,white
-0.35533473,-0.05064549,-0.11611123,white
-0.20767169,-0.24513634,0.075026,orange
-0.00993785,0.10101998,0.53234923,white
0.08945372,0.12197024,0.90178508,white
0.601798,-0.05327835,0.11671079,white
-0.45713973,-0.01383431,0.26886794,red
-0.12552011,-0.30937621,-0.06386209,red
-0.31271207,-0.21603987,0.31684804,red
-0.12871386,0.11746009,0.53647292,white
0.04855606,-0.19080418,1.07059646,red
0.30456519,-0.08502448,0.14891401,red
-0.10039654,-0.09435419,-0.91423076,black
0.11977834,-0.28551835,0.03815142,red
-0.29708534,-0.12395494,-0.05600412,red
-0.12020805,0.03498645,0.6350379,white
-0.00730742,0.16305751,0.58578801,white
-0.27233294,-0.21205524,0.49715021,red
0.02430325,-0.20678239,-0.05,red
-0.39471918,-0.04096155,0.46578872,red
0.74777001,-0.18315655,0.02958723,white
0.44496149,-0.01620085,0.24179499,red
-0.17225036,0.17933077,0.52331376,white
0.06026004,0.02347046,-0.84553325,black
-0.08578925,-0.05947001,0.82886446,white
-0.05698192,-0.1215239,-0.53773934,black
0.36058185,-0.07643008,0.16952837,red
0.11877488,0.13640912,0.57624424,white
-0.10975445,0.13640678,-0.56392455,black
0.06191172,-0.10120691,-0.54559255,red
-0.00987852,-0.0164532,-0.32203531,red
0.12696896,-0.00282428,-0.99915755,black
-0.38382578,-0.16875213,0.17281853,red
0.23850319,0.09389812,-0.38110748,red
-0.81942451,-0.13427006,0.01215541,white
-0.06821885,0.23549452,0.07891096,red
0.2210311,0.06172408,0.57007259,red
0.15515192,-0.07897592,-0.82915908,black
-0.05307785,0.05838903,0.67277241,white
-0.09229255,0.07161067,0.81259441,white
-0.26813591,-0.17948169,-0.03039525,red
0.60601032,-0.03483453,0.24799572,white
-0.06563701,-0.27914524,0.15470964,orange
-0.10325511,0.18353112,-0.23000109,white
-0.00154017,0.18327093,-0.2350821,white
0.26234236,0.00318509,-0.54987651,black
-0.10314733,0.01780979,0.79284513,white
-0.13889034,0.351019,-0.91377997,black
-0.00796909,0.07168452,-0.05,red
-0.05719686,-0.23135571,0.56118429,red
-0.20834981,0.14688918,0.50239325,white
0.35009572,0.00604805,0.35144025,red
0.28690767,-0.20805924,-0.07500836,red
-0.56621075,-0.06297253,0.11776784,white
0.02999207,-0.06263378,-0.65365177,black
0.11061767,0.31861013,-0.89334655,black
-0.08456056,0.18439278,0.10458194,orange
-0.24266417,-0.05463738,0.62444609,red
-0.24899919,0.09540673,0.18880656,red
0.12113441,-0.08996582,-0.70843095,black
0.45807901,-0.20160268,0.24672896,white
0.20925862,0.14790589,0.54490626,white
-0.00819394,0.11418144,0.91272956,white
0.23033889,-0.22672687,0.50067437,red
-0.48759738,-0.17263897,0.17327639,white
0.0351141,-0.23320441,-0.07367955,red
0.07747734,0.04189441,0.94237334,white
0.19370997,0.15848523,0.16238287,red
0.17018512,0.1676226,0.13951765,red
-0.08453339,-0.24049357,0.42791021,red
-0.16893139,0.08289066,0.43796048,red
0.84834439,-0.07186403,-0.02654448,white
0.25367653,-0.06314361,-0.68660718,black
0.08052732,-0.07547176,-0.88940251,black
0.5014075,-0.02732595,0.28050557,red
0.10627848,-0.01350646,0.7211566,white
-0.19125092,0.092499,0.37229455,white
-0.03726594,0.13384494,0.49608248,white
0.01464928,-0.08041768,-0.28192526,red
-0.61306143,-0.12752919,0.29882091,red
-0.061419,0.21467803,0.12619892,red
-0.00029832,0.00144035,-0.21449175,red
-0.25553361,0.07008094,-0.414478,red
-0.01436926,-0.32242683,-0.03568796,red
-0.2172156,0.09065779,0.49604958,white
0.09135588,0.081122,-0.62230176,red
-0.23343296,0.10009809,-0.06709274,red
0.06799934,0.16041681,-0.21106239,red
0.1185245,0.13195699,-0.56820363,black
0.26825649,0.03347585,-0.57283455,black
0.44439915,-0.11663483,0.22689429,red
-0.30954877,-0.11150181,-0.09602138,red
-0.19814131,-0.0980917,-0.52318019,red
-0.22904851,0.12140863,0.15011378,orange
0.26175848,-0.1085244,0.27954918,red
0.51805091,-0.04173059,0.30748489,red
-0.28767103,-0.20865682,0.48300537,red
0.00438788,0.24334039,0.36273921,white
-0.12479483,-0.12799034,-0.68651116,black
-0.13787715,-0.28150064,0.09059533,orange
-0.31867418,-0.11378163,0.09254432,orange
-0.18216503,0.18660806,-0.12507989,white
0.12110689,-0.12674676,-0.50677675,red
-0.21570744,-0.07926996,-0.70098507,black
-0.30113822,0.04475994,0.44810888,red
-0.22480701,0.1140807,-0.31129557,red
0.47738183,-0.08366369,0.29003853,red
-0.11748952,0.17105603,0.1152394,orange
-0.1292901,0.08431064,0.61488491,white
-0.06472419,-0.13577411,-0.60371697,black
-0.10636938,0.06806459,0.73991972,white
-0.33985254,-0.1771189,-0.13631004,white
-0.59351879,-0.13242507,0.24562156,white
-0.21444504,0.12407349,0.43691972,white
0.23486561,-0.08526159,-0.55980295,black
0.23976046,-0.17746533,-0.21718889,red
0.24809547,0.10283019,-0.12541819,red
-0.11758495,0.02139509,0.61956358,white
0.10497423,0.17006277,0.19378057,red
0.10618418,0.05260791,0.73349106,white
-0.2631366,0.13208979,-0.20802043,white
0.00019259,0.03562094,-0.19433132,red
-0.01484971,0.07145847,-0.05,red
-0.32840562,-0.1085284,-0.05052781,red
-0.45228225,-0.05516638,0.24322343,red
-0.10307609,0.14338918,-0.66978484,black
0.32372195,0.03472809,0.40173364,red
-0.08719232,0.12498514,0.88320661,white
-0.18704478,-0.30060765,-0.14934427,red
-0.21288572,-0.20657052,0.34991688,red
-0.02240036,0.11332995,0.66516286,white
0.26346937,-0.10026384,-0.46823055,red
-0.10597346,0.065986,0.85038567,white
-0.77749002,-0.08565189,0.04447126,white
-0.26222134,-0.2020355,0.14748137,orange
-0.15952939,0.15828459,-0.38057646,red
0.04872791,-0.29742149,0.10492148,orange
-0.2668891,0.09278271,-0.10507997,red
-0.33140683,0.01397542,-0.23,white
-0.30151093,-0.07049785,0.20625827,red
0.34071589,-0.08688534,0.56625915,red
0.03846646,-0.24599929,0.60610694,red
-0.40280941,-0.12832324,0.492823,red
-0.19141519,0.07621509,-0.80163038,black
0.13004106,0.05094479,0.84608752,white
0.29412073,-0.23047332,-0.17326853,white
0.14448319,0.16931124,0.37001306,white
-0.66333568,-0.10277762,0.26281792,white
-0.21385543,0.09557759,-0.54462308,black
-0.1396368,0.09835882,-0.67864001,black
0.00111974,-0.02807954,-0.18042807,red
0.15679425,0.16370249,0.54825985,white
0.22995099,-0.22366022,0.61218435,white
0.31143472,-0.07115111,-0.24384351,red
-0.1015754,-0.16369754,-0.35827535,red
-0.0867167,-0.05589261,0.81501263,white
0.26498413,-0.16730645,-0.01971071,red
0.0353442,0.22128081,0.14198619,orange
-0.15264021,-0.08787968,-0.72043431,black
-0.27995494,0.0059966,0.33455539,red
-0.04753321,0.04341483,-0.53897607,red
-0.14026241,0.03093373,0.68697995,white
0.11657964,-0.09097524,-0.74682307,black
0.05884747,-0.30611566,-0.00066625,red
0.07247693,0.18969986,-0.06808253,red
-0.07526008,-0.09563826,0.76419687,white
0.37538835,-0.01814925,0.30153945,red
-0.00692148,-0.0537691,-0.26095855,red
-0.10971085,0.19001339,0.075026,orange
0.04074568,-0.15791644,0.66665882,white
-0.53913224,-0.17403775,0.23017146,white
0.17285857,0.15684184,0.58530504,white
0.02702319,0.14678676,0.55933994,white
0.06321354,-0.2512708,0.52146214,white
0.26822042,-0.15181786,-0.01910447,red
0.20702295,0.01694984,0.3213253,red
-0.2656793,0.09750111,-0.09698795,white
0.01012858,0.27710685,0.54935408,white
0.01949153,-0.10602639,-0.24190091,red
0.60559624,-0.06402549,0.20058267,white
-0.02110738,0.1585747,0.54614681,white
0.28717533,-0.03566469,-0.4172737,red
-0.30171153,-0.03329101,-0.03604534,red
0.21347539,0.12677474,0.58040434,white
-0.27489382,-0.24974672,-0.23,white
-0.12567057,-0.09537482,0.73857063,white
0.12967163,0.14056301,0.28288749,red
0.48259652,-0.10808323,0.14913839,white
0.32694545,-0.05743385,0.21495779,red
0.784446,-0.05178107,0.04699155,white
0.35613757,-0.07279181,0.55441177,red
0.28329882,-0.14401437,0.63657212,red
0.01991704,0.05020818,-0.29272273,red
0.0693616,-0.07037352,0.70251328,white
-0.10684192,-0.1008083,0.64729029,white
-0.22022025,-0.02640135,-0.8971656,black
0.15707321,-0.07890178,-0.99828941,black
0.14077897,-0.07475215,0.88471228,white
-0.19567424,-0.24681403,0.00528267,red
0.12618536,-0.23402336,0.61791873,white
0.31205124,-0.13763256,0.07507759,orange
0.25032163,-0.21064058,-0.01135614,red
-0.14770079,0.19870132,-0.1375114,white
-0.19845465,0.14882125,0.05722491,red
-0.09459618,-0.10349701,0.6625405,white
0.06295033,-0.13544165,1.08211756,red
-0.22214799,0.08194699,-0.01744035,red
-0.05042125,0.02551892,0.62066197,white
-0.16869798,0.14101717,-0.98727006,black
0.02359483,-0.21285312,-0.05,red
0.0442028,0.20967431,0.07101986,red
0.32826152,-0.02039038,-0.08946738,red
-0.75244361,-0.16040322,0.08142348,white
0.30458328,0.01347999,0.15110122,orange
0.852292,-0.07734534,-0.03677233,white
0.06674004,-0.03637088,-0.67262983,black
-0.05685871,0.05138865,-0.74704081,black
0.49729079,-0.07080202,0.15316269,white
0.06143533,0.10146768,0.94272667,red
0.17284821,-0.23250312,0.45786896,red
-0.05706927,0.21929939,-0.10205948,white
0.07445069,0.06356668,-0.67756659,black
0.27961522,-0.11836533,-0.21920827,red
-0.12565432,-0.28508934,-0.13721623,red
-0.61667657,-0.03924588,0.26225802,white
-0.0326189,0.12797691,0.39382809,red
0.30000168,-0.09651083,0.18385968,red
-0.24672511,0.1154894,-0.96256572,black
0.18613376,0.15691891,-0.89372313,black
0.13462816,-0.12926911,-0.56375796,red
0.3991878,-0.05846676,0.17968503,red
-0.1996569,-0.09724264,-0.59153873,red
0.07126851,0.02651083,0.96785027,white
-0.1206008,0.05876172,0.67629337,white
0.22679256,-0.04642209,-0.79876518,black
0.56992108,-0.02147352,0.06071345,white
0.18302669,0.14315397,-0.17383729,red
-0.09543493,-0.20112664,-0.25331762,red
-0.03031813,0.15533733,-0.07254078,red
-0.00391125,0.10294098,0.58146852,white
-0.02200677,0.20673074,0.31667417,white
-0.15134862,0.30997345,-0.89163148,black
-0.05548793,0.11418717,-0.68134248,black
0.45726714,-0.08773757,0.11753653,red
-0.32293838,-0.07816277,0.01786985,red
0.44997945,-0.12950152,0.12279943,red
0.07834221,-0.0340766,1.0645014,red
0.27433261,-0.1857599,0.34926704,red
-0.06578466,-0.1675787,0.66701776,white
-0.1487084,-0.08191013,-0.99828237,black
0.12686643,-0.06026649,0.77833098,white
0.10084758,0.25758088,-0.99668086,black
0.02317485,0.08790015,0.90206289,white
-0.10255501,0.01363644,0.68855703,white
-0.42787945,-0.17980276,0.17496382,red
-0.11226398,0.13557284,-0.56730789,black
0.03066539,0.18782705,0.16191933,orange
0.10992976,0.06972408,-0.05,red
-0.23704939,-0.16626424,-0.20102873,red
0.23681758,-0.00801001,-0.05,red
-0.09784773,0.04744939,1.00018489,red
-0.14642248,0.09825094,0.40374774,white
-0.07978241,0.17851865,0.44820115,white
-0.11974882,0.1951949,0.36494601,white
-0.02918749,0.25221598,-0.09162095,white
0.53920251,-0.09446133,0.05291472,white
0.30368876,-0.12129602,0.61905175,red
-0.01238745,0.20230123,-0.08501339,white
-0.01308938,-0.03464625,-0.6047734,black
-0.21529575,-0.16413863,-0.05,red
-0.05294401,0.06417571,0.67660892,white
0.1684798,0.19184017,0.50166959,white
0.00671329,-0.15697692,0.83102953,white
0.27325162,-0.14226758,-0.2061865,red
-0.04859188,-0.06389503,-0.5470202,black
-0.10902243,-0.01865704,0.82644087,white
-0.62502706,-0.08601791,0.19547123,white
0.08018264,-0.2952778,-0.10403767,red
-0.00087876,0.14973043,0.57992852,white
-0.21976399,0.11474054,-0.34380144,red
-0.12787056,0.09911729,0.37397656,white
0.28221259,-0.12202602,-0.29337272,red
0.27468294,-0.13982977,-0.21077155,red
-0.02121081,-0.04837589,-0.58254141,black
-0.23566785,-0.10928889,-0.58793062,black
0.04585068,-0.17832206,-0.05,red
-0.34933391,-0.02194361,0.55599916,red
0.02577599,-0.12030961,-0.29323047,red
0.67300403,-0.02349219,0.07514496,white
-0.00722363,-0.25710958,0.60830194,red
0.0148389,0.25930539,0.58018976,white
-0.05054486,0.17958245,0.18280908,red
-0.14301537,0.36435181,-0.94636691,black
0.28436252,-0.02376978,0.60816336,red
0.23213449,-0.31662065,-0.21483114,white
0.22972117,-0.23742121,0.59573823,white
0.0760219,-0.14392513,0.67040753,white
-0.17570928,0.16075982,0.09039593,orange
-0.03558677,-0.08798113,-0.05,red
0.31862739,0.00947665,-0.02069777,red
0.86708653,-0.13506229,-0.02466156,white
0.09854002,0.11756904,0.01330309,red
-0.14366561,0.02556753,-0.05,red
0.29821119,-0.13054702,-0.12995967,red
0.55505264,-0.17941982,0.13014586,white
-0.21620461,-0.24563998,0.15378956,orange
-0.12213541,-0.08400177,0.65263057,white
-0.31148455,-0.0494207,0.15770669,red
0.02271903,-0.36558536,-0.13590004,white
-0.11943536,-0.09423649,-0.56010056,black
0.13383873,0.32622099,-0.99599999,black
-0.06351687,-0.24311596,0.41690791,red
-0.87157452,-0.08194927,-0.02991643,white
-0.06696709,-0.24918261,0.34232208,red
0.26256233,-0.20016178,-0.12860954,red
0.21333769,-0.30854914,-0.05499996,white
0.11392368,0.20871155,0.10040639,orange
0.0884119,0.00081387,0.7591849,white
-0.27236372,0.00593942,-0.17345677,red
-0.07462031,0.22103633,-0.19452387,white
0.06735079,-0.12941216,-0.05,red
0.10439639,-0.23589136,0.55579793,white
-0.20910245,0.04613958,-0.62913275,red
-0.23851515,-0.10285229,0.63128304,red
0.61126524,-0.17181641,0.14810321,white
-0.00516162,0.19051343,0.50789714,white
0.07269302,0.18216825,0.168974,orange
0.5428679,-0.16705845,0.16128483,white
0.03672248,-0.11542681,0.82603168,white
-0.27425206,0.01620501,0.24860524,red
-0.32237405,-0.23179044,0.37566069,red
-0.05704141,0.1786207,0.65694654,white
-0.1907936,0.13143477,-0.08092992,white
-0.08754148,0.12033084,0.52560079,white
0.13990375,0.09622553,0.69173837,white
0.20732525,0.15210553,-0.09754354,white
0.06175945,-0.02045283,0.95788676,white
-0.12317634,0.19058669,0.58963311,white
0.23741484,0.03578295,-0.55372959,red
0.06253672,-0.13518262,-0.60061455,black
0.0467767,0.24509585,-0.91349107,black
-0.22735867,-0.20449038,0.24219666,red
-0.02665504,-0.12334463,0.6795696,white
0.29155296,0.02880803,0.15061754,red
-0.05180714,0.18320921,0.25083992,red
0.622271,-0.119053,0.20146388,white
0.33369416,-0.18197154,-0.14506099,white
0.35034251,0.00306692,-0.18413575,white
0.20934477,0.12675378,-0.17724447,red
0.01550483,0.2054581,0.17888874,orange
0.21241042,-0.32327896,-0.22266041,white
-0.09685731,0.00492373,0.59635955,white
0.0720173,0.14814796,0.32322651,white
0.08347979,-0.13428174,1.0079155,red
0.00463712,-0.06485084,0.93905729,white
-0.01920988,0.11188097,0.62417543,red
0.0457617,-0.11546353,0.73610198,white
-0.21438071,-0.21995044,0.59142041,red
0.09616856,-0.13462482,0.95951438,red
-0.04880948,0.10193802,-0.20743886,red
0.58948928,-0.05792585,0.11238854,white
-0.28575081,0.06092551,-0.08976127,red
0.01048058,-0.34423995,-0.22999936,white
0.25888062,-0.07381751,0.62204248,red
-0.61281377,-0.05304853,0.11263335,white
-0.13973096,0.03133785,0.711294,white
0.34781581,0.02188984,-0.06538354,white
-0.03303714,-0.21984147,0.68702167,white
0.50123972,-0.04300078,0.08542036,white
-0.202171,-0.09040242,-0.05,red
0.04679379,-0.28458279,0.14521216,red
0.0426302,0.14184669,-0.10611439,red
0.06285804,-0.12091275,0.88302839,red
0.58179659,-0.05143658,0.15833718,white
0.05363024,0.14541849,0.72782177,white
-0.55485678,-0.05324505,0.22118716,white
0.02574819,0.23414108,0.07493691,orange
-0.06447612,0.07288224,0.57185376,white
-0.50720555,-0.11815243,0.1520384,white
-0.16789003,0.14321758,-0.54730982,black
-0.03769478,0.15420547,0.45683551,white
-0.05485241,0.31858462,-0.94583571,black
-0.03516148,0.15001059,0.48121971,white
0.00162876,-0.03983995,-0.45217744,red
0.24955022,-0.23250702,0.03099153,red
0.27119258,0.0736296,-0.2436721,red
-0.02270274,-0.2904202,0.75008166,white
-0.11176642,0.1711811,0.13515154,orange
-0.13435836,-0.06316598,0.66810191,white
0.4222635,-0.14771193,0.19020645,red
0.10171279,-0.0584292,0.7096386,white
0.2360653,-0.18239695,-0.23,white
0.22275645,-0.12522379,0.61388588,white
0.02785598,0.1274296,-0.01708458,red
0.7921046,-0.06297128,0.03903346,white
-0.12991756,0.13407107,-0.46450233,red
-0.60634792,-0.18689513,0.12043934,white
0.0240681,-0.29160741,0.11004769,red
-0.30378574,0.02433934,-0.2004829,red
0.23241335,0.06213458,0.53745812,red
0.06532499,-0.14968699,0.65187532,white
0.19119087,0.17971328,-0.89646828,black
0.26864609,0.05037255,0.41090918,red
0.03618451,0.1224914,0.55526102,white
-0.80556577,-0.06115199,0.01967596,white
-0.04287977,0.0737075,-0.55817592,black
0.04279182,0.06379963,-0.35684174,red
-0.05344498,0.11180382,0.55686027,white
0.67960471,-0.06945267,0.06225482,white
0.08887945,0.31803063,-0.90043247,black
-0.7564007,-0.04607155,0.02671834,white
-0.04058392,-0.23756343,0.93397826,red
-0.03665721,-0.02275887,-0.73465711,black
-0.00597922,-0.22820187,-0.10768006,red
0.06239668,0.18682763,-0.90472287,black
0.17027237,0.11322061,-0.57124025,red
-0.29852226,0.01359922,0.5327245,red
-0.53510004,-0.06438132,0.14310154,white
0.24871936,-0.29359522,-0.16217364,white
-0.09471837,0.1081218,0.56587678,white
-0.22862987,-0.0511819,-0.96053278,black
-0.14778353,-0.25872165,0.63465023,white
0.09316496,0.0792935,0.95852685,red
-0.02025131,-0.08725674,-0.56140435,black
-0.28435355,0.00895404,-0.56749719,black
-0.03429579,0.0985953,0.57024074,red
0.29888684,-0.0125082,-0.32557291,red
-0.59932208,-0.08524163,0.21525985,white
-0.27619457,0.10057434,-0.19699831,white
0.14432266,0.14223914,0.26527271,red
0.5823254,-0.25020519,0.13770016,white
0.21434981,0.12211519,0.55930394,white
0.04644984,-0.10988639,0.78974617,white
-0.107167,0.11138797,0.38472414,red
-0.51894772,-0.18731482,0.27760506,red
0.35610604,-0.0018804,-0.055,white
-0.41248199,-0.11429283,0.14523874,red
0.09276191,0.14997494,0.31060576,white
0.07992646,0.05292774,0.90540594,white
-0.00098736,-0.25573295,-0.0928844,red
0.18329462,0.06692062,0.61951649,white
0.07840199,0.03229577,0.94495714,white
0.12327495,0.07787472,0.62700707,red
-0.00052078,0.08707578,0.57065034,white
0.07676891,0.12322751,-0.10900174,red
0.12736206,0.03619464,0.65043581,red
0.02460781,-0.13959709,0.93897915,red
0.00548224,-0.01950251,0.61492848,white
-0.19343624,-0.00591894,-0.05,red
0.30052188,-0.00199657,0.56069303,red
-0.2713643,0.05237267,0.14156026,orange
-0.06428792,0.11400704,-0.24013613,red
0.01217544,-0.0510953,0.96164584,white
-0.08601822,0.19264324,-0.8903991,black
0.03655994,0.11701135,0.48943806,red
0.12261038,0.15760878,0.55277199,white
-0.19212586,0.26576114,-0.99649858,black
-0.23195074,-0.14766598,-0.05,red
-0.52500093,-0.14625572,0.3579843,red
0.23124513,0.23810165,-0.99755836,black
-0.46750623,-0.16075571,0.11140193,red
0.00896862,-0.04829578,-0.4289476,red
0.06469433,0.10473253,-0.16585568,red
0.12993063,0.16355336,0.34179431,white
-0.1922105,-0.23481861,0.35728461,red
0.05855744,-0.01537532,-0.99870384,black
0.12256585,-0.30885777,-0.07333829,red
0.11835118,-0.2468794,0.30560836,red
0.04446846,0.09088175,-0.68695635,black
-0.02475993,-0.06955377,0.6272949,white
-0.09023098,0.19491497,0.14918315,orange
-0.21328193,-0.11457643,-0.65203106,black
0.1383757,0.07684647,0.66052032,white
-0.31967938,-0.07178445,0.14979887,orange
-0.08423389,-0.08572696,0.7464788,white
0.58216041,-0.19897333,0.23621292,white
-0.24173756,-0.22664493,0.12086354,orange
-0.09711925,0.06234702,0.69626755,white
0.08184023,0.10253858,0.4892571,red
-0.09875948,-0.23885003,0.43252885,red
-0.59281033,-0.12385984,0.24103743,white
-0.05711642,0.21367484,0.17566633,orange
0.45379436,-0.18118073,0.21012306,white
-0.63265961,-0.0209429,0.25280589,white
0.02345572,-0.13637166,0.75232989,white
0.04052529,-0.24790351,0.61571592,red
0.23585315,-0.10244016,-0.05,red
-0.23912424,-0.272165,-0.055,white
-0.04049777,0.1577746,0.46299547,white
0.09114403,0.07847176,0.96303874,red
-0.52402842,-0.03615592,0.13960046,white
-0.33285537,-0.00549708,-0.17054088,red
-0.10107683,-0.09816334,0.9066987,red
-0.11728879,-0.00997073,0.67416799,white
-0.01641617,0.15367797,-0.06711029,red
-0.06751102,-0.06758687,1.07421255,red
0.04180662,-0.06823829,1.08335161,red
-0.25308728,-0.02554803,-0.71536392,black
-0.13920784,-0.3397347,-0.11530697,white
0.09477984,0.04884167,0.8491683,white
-0.3430717,0.0224605,-0.11135681,white
0.62771434,-0.14568368,0.23304638,white
0.21928707,0.10658617,-0.21772435,red
-0.20263095,-0.22787111,0.46407571,red
0.08610668,0.09091092,-0.56254852,black
0.14047217,0.2216543,-0.99804318,black
0.14161196,0.14916107,-0.3868562,red
-0.51201451,-0.02684648,0.16834663,red
